plan_id,plan_date,plant_id,line_id,product_id,planned_quantity,planned_capacity_units,capacity_utilization_plan,plan_version,planner_id,source_system
PLAN-20260419-L06,2026-04-19,P03,L06,PRD-035,51062,84438,0.605,v3,PLN-011,APS
PLAN-20260420-L01,2026-04-20,P01,L01,PRD-078,37029,58068,0.638,v1,PLN-010,APS
PLAN-20260420-L02,2026-04-20,P01,L02,PRD-029,53636,82062,0.654,v2,PLN-004,APS
PLAN-20260420-L03,2026-04-20,P02,L03,PRD-023,35234,52992,0.665,v1,PLN-012,APS
PLAN-20260420-L04,2026-04-20,P02,L04,PRD-052,26498,34380,0.771,v2,PLN-009,APS
PLAN-20260420-L05,2026-04-20,P03,L05,PRD-077,36079,44946,0.803,v2,PLN-009,APS
PLAN-20260420-L06,2026-04-20,P03,L06,PRD-038,56017,84438,0.663,v2,PLN-010,APS
PLAN-20260421-L01,2026-04-21,P01,L01,PRD-020,44600,58068,0.768,v2,PLN-011,APS
PLAN-20260421-L02,2026-04-21,P01,L02,PRD-048,59300,82062,0.723,v1,PLN-008,APS
PLAN-20260421-L03,2026-04-21,P02,L03,PRD-073,40419,52992,0.763,v1,PLN-002,APS
PLAN-20260421-L04,2026-04-21,P02,L04,PRD-024,24232,34380,0.705,v3,PLN-012,APS
PLAN-20260421-L05,2026-04-21,P03,L05,PRD-050,34258,44946,0.762,v3,PLN-003,APS
PLAN-20260421-L06,2026-04-21,P03,L06,PRD-042,66287,84438,0.785,v1,PLN-001,APS
PLAN-20260422-L01,2026-04-22,P01,L01,PRD-051,45288,58068,0.78,v3,PLN-002,APS
PLAN-20260422-L02,2026-04-22,P01,L02,PRD-008,68385,82062,0.833,v3,PLN-005,APS
PLAN-20260422-L03,2026-04-22,P02,L03,PRD-044,36188,52992,0.683,v2,PLN-002,APS
PLAN-20260422-L04,2026-04-22,P02,L04,PRD-024,26143,34380,0.76,v3,PLN-001,APS
PLAN-20260422-L05,2026-04-22,P03,L05,PRD-080,35240,44946,0.784,v2,PLN-007,APS
PLAN-20260422-L06,2026-04-22,P03,L06,PRD-045,52282,84438,0.619,v2,PLN-012,APS
PLAN-20260423-L01,2026-04-23,P01,L01,PRD-061,38065,58068,0.656,v1,PLN-002,APS
PLAN-20260423-L02,2026-04-23,P01,L02,PRD-035,52164,82062,0.636,v3,PLN-008,APS
PLAN-20260423-L03,2026-04-23,P02,L03,PRD-023,38384,52992,0.724,v3,PLN-012,APS
PLAN-20260423-L04,2026-04-23,P02,L04,PRD-079,22820,34380,0.664,v2,PLN-010,APS
PLAN-20260423-L05,2026-04-23,P03,L05,PRD-078,32378,44946,0.72,v2,PLN-011,APS
PLAN-20260423-L06,2026-04-23,P03,L06,PRD-066,65237,84438,0.773,v1,PLN-003,APS
PLAN-20260424-L01,2026-04-24,P01,L01,PRD-072,39155,58068,0.674,v1,PLN-002,APS
PLAN-20260424-L02,2026-04-24,P01,L02,PRD-024,57183,82062,0.697,v2,PLN-010,APS
PLAN-20260424-L03,2026-04-24,P02,L03,PRD-069,37991,52992,0.717,v2,PLN-011,APS
PLAN-20260424-L04,2026-04-24,P02,L04,PRD-077,22412,34380,0.652,v2,PLN-001,APS
PLAN-20260424-L05,2026-04-24,P03,L05,PRD-050,30221,44946,0.672,v3,PLN-001,APS
PLAN-20260424-L06,2026-04-24,P03,L06,PRD-066,52439,84438,0.621,v2,PLN-011,APS
PLAN-20260425-L01,2026-04-25,P01,L01,PRD-064,36096,58068,0.622,v1,PLN-012,APS
PLAN-20260425-L02,2026-04-25,P01,L02,PRD-045,46085,82062,0.562,v1,PLN-003,APS
PLAN-20260425-L03,2026-04-25,P02,L03,PRD-002,30121,52992,0.568,v2,PLN-008,APS
PLAN-20260425-L04,2026-04-25,P02,L04,PRD-023,19215,34380,0.559,v2,PLN-002,APS
PLAN-20260425-L05,2026-04-25,P03,L05,PRD-052,23042,44946,0.513,v2,PLN-008,APS
PLAN-20260425-L06,2026-04-25,P03,L06,PRD-022,41259,84438,0.489,v2,PLN-008,APS
PLAN-20260426-L01,2026-04-26,P01,L01,PRD-020,32194,58068,0.554,v1,PLN-003,APS
PLAN-20260426-L02,2026-04-26,P01,L02,PRD-005,38062,82062,0.464,v3,PLN-003,APS
PLAN-20260426-L03,2026-04-26,P02,L03,PRD-053,25970,52992,0.49,v2,PLN-011,APS
PLAN-20260426-L04,2026-04-26,P02,L04,PRD-013,16375,34380,0.476,v1,PLN-007,APS
PLAN-20260426-L05,2026-04-26,P03,L05,PRD-008,22628,44946,0.503,v2,PLN-011,APS
PLAN-20260426-L06,2026-04-26,P03,L06,PRD-074,50055,84438,0.593,v2,PLN-003,APS
PLAN-20260427-L01,2026-04-27,P01,L01,PRD-072,39114,58068,0.674,v1,PLN-009,APS
PLAN-20260427-L02,2026-04-27,P01,L02,PRD-069,52976,82062,0.646,v3,PLN-004,APS
PLAN-20260427-L03,2026-04-27,P02,L03,PRD-063,38767,52992,0.732,v1,PLN-005,APS
PLAN-20260427-L04,2026-04-27,P02,L04,PRD-051,21648,34380,0.63,v1,PLN-002,APS
PLAN-20260427-L05,2026-04-27,P03,L05,PRD-063,34108,44946,0.759,v1,PLN-002,APS
PLAN-20260427-L06,2026-04-27,P03,L06,PRD-006,64771,84438,0.767,v2,PLN-009,APS
PLAN-20260428-L01,2026-04-28,P01,L01,PRD-077,37464,58068,0.645,v2,PLN-001,APS
PLAN-20260428-L02,2026-04-28,P01,L02,PRD-029,54324,82062,0.662,v2,PLN-002,APS
PLAN-20260428-L03,2026-04-28,P02,L03,PRD-023,38894,52992,0.734,v3,PLN-009,APS
PLAN-20260428-L04,2026-04-28,P02,L04,PRD-029,22903,34380,0.666,v3,PLN-008,APS
PLAN-20260428-L05,2026-04-28,P03,L05,PRD-077,33851,44946,0.753,v1,PLN-002,APS
PLAN-20260428-L06,2026-04-28,P03,L06,PRD-010,69485,84438,0.823,v3,PLN-009,APS
PLAN-20260429-L01,2026-04-29,P01,L01,PRD-034,36860,58068,0.635,v1,PLN-011,APS
PLAN-20260429-L02,2026-04-29,P01,L02,PRD-036,67183,82062,0.819,v3,PLN-005,APS
PLAN-20260429-L03,2026-04-29,P02,L03,PRD-037,41862,52992,0.79,v3,PLN-002,APS
PLAN-20260429-L04,2026-04-29,P02,L04,PRD-041,24570,34380,0.715,v3,PLN-006,APS
PLAN-20260429-L05,2026-04-29,P03,L05,PRD-025,31063,44946,0.691,v3,PLN-011,APS
PLAN-20260429-L06,2026-04-29,P03,L06,PRD-058,65591,84438,0.777,v2,PLN-003,APS
PLAN-20260430-L01,2026-04-30,P01,L01,PRD-079,43301,58068,0.746,v3,PLN-001,APS
PLAN-20260430-L02,2026-04-30,P01,L02,PRD-053,68073,82062,0.83,v3,PLN-001,APS
PLAN-20260430-L03,2026-04-30,P02,L03,PRD-048,35283,52992,0.666,v2,PLN-011,APS
PLAN-20260430-L04,2026-04-30,P02,L04,PRD-003,25505,34380,0.742,v3,PLN-010,APS
PLAN-20260430-L05,2026-04-30,P03,L05,PRD-033,27809,44946,0.619,v3,PLN-012,APS
PLAN-20260430-L06,2026-04-30,P03,L06,PRD-006,52831,84438,0.626,v2,PLN-006,APS
PLAN-20260501-L01,2026-05-01,P01,L01,PRD-044,41092,58068,0.708,v1,PLN-012,APS
PLAN-20260501-L02,2026-05-01,P01,L02,PRD-048,58974,82062,0.719,v2,PLN-003,APS
PLAN-20260501-L03,2026-05-01,P02,L03,PRD-075,39569,52992,0.747,v3,PLN-007,APS
PLAN-20260501-L04,2026-05-01,P02,L04,PRD-052,22266,34380,0.648,v3,PLN-002,APS
PLAN-20260501-L05,2026-05-01,P03,L05,PRD-080,36073,44946,0.803,v1,PLN-006,APS
PLAN-20260501-L06,2026-05-01,P03,L06,PRD-017,64663,84438,0.766,v1,PLN-002,APS
PLAN-20260502-L01,2026-05-02,P01,L01,PRD-051,27172,58068,0.468,v3,PLN-002,APS
PLAN-20260502-L02,2026-05-02,P01,L02,PRD-002,39630,82062,0.483,v1,PLN-002,APS
PLAN-20260502-L03,2026-05-02,P02,L03,PRD-027,28970,52992,0.547,v2,PLN-006,APS
PLAN-20260502-L04,2026-05-02,P02,L04,PRD-023,16771,34380,0.488,v3,PLN-002,APS
PLAN-20260502-L05,2026-05-02,P03,L05,PRD-019,21993,44946,0.489,v2,PLN-008,APS
PLAN-20260502-L06,2026-05-02,P03,L06,PRD-051,39414,84438,0.467,v3,PLN-006,APS
PLAN-20260503-L01,2026-05-03,P01,L01,PRD-044,31162,58068,0.537,v3,PLN-011,APS
PLAN-20260503-L02,2026-05-03,P01,L02,PRD-031,40220,82062,0.49,v3,PLN-001,APS
PLAN-20260503-L03,2026-05-03,P02,L03,PRD-040,30737,52992,0.58,v3,PLN-006,APS
PLAN-20260503-L04,2026-05-03,P02,L04,PRD-079,17024,34380,0.495,v3,PLN-003,APS
PLAN-20260503-L05,2026-05-03,P03,L05,PRD-010,25176,44946,0.56,v3,PLN-008,APS
PLAN-20260503-L06,2026-05-03,P03,L06,PRD-014,44549,84438,0.528,v3,PLN-006,APS
PLAN-20260504-L01,2026-05-04,P01,L01,PRD-074,45554,58068,0.784,v2,PLN-002,APS
PLAN-20260504-L02,2026-05-04,P01,L02,PRD-048,65052,82062,0.793,v2,PLN-006,APS
PLAN-20260504-L03,2026-05-04,P02,L03,PRD-024,37834,52992,0.714,v3,PLN-005,APS
PLAN-20260504-L04,2026-05-04,P02,L04,PRD-004,22018,34380,0.64,v2,PLN-010,APS
PLAN-20260504-L05,2026-05-04,P03,L05,PRD-071,36029,44946,0.802,v1,PLN-002,APS
PLAN-20260504-L06,2026-05-04,P03,L06,PRD-016,58611,84438,0.694,v3,PLN-002,APS
PLAN-20260505-L01,2026-05-05,P01,L01,PRD-078,38146,58068,0.657,v3,PLN-010,APS
PLAN-20260505-L02,2026-05-05,P01,L02,PRD-007,59896,82062,0.73,v1,PLN-009,APS
PLAN-20260505-L03,2026-05-05,P02,L03,PRD-042,41178,52992,0.777,v3,PLN-012,APS
PLAN-20260505-L04,2026-05-05,P02,L04,PRD-052,24862,34380,0.723,v2,PLN-007,APS
PLAN-20260505-L05,2026-05-05,P03,L05,PRD-029,36780,44946,0.818,v3,PLN-006,APS
PLAN-20260505-L06,2026-05-05,P03,L06,PRD-067,60304,84438,0.714,v2,PLN-003,APS
PLAN-20260506-L01,2026-05-06,P01,L01,PRD-078,37704,58068,0.649,v3,PLN-005,APS
PLAN-20260506-L02,2026-05-06,P01,L02,PRD-048,64880,82062,0.791,v2,PLN-009,APS
PLAN-20260506-L03,2026-05-06,P02,L03,PRD-027,35346,52992,0.667,v1,PLN-007,APS
PLAN-20260506-L04,2026-05-06,P02,L04,PRD-048,26091,34380,0.759,v3,PLN-003,APS
PLAN-20260506-L05,2026-05-06,P03,L05,PRD-013,37612,44946,0.837,v3,PLN-003,APS
PLAN-20260506-L06,2026-05-06,P03,L06,PRD-013,58641,84438,0.694,v2,PLN-008,APS
PLAN-20260507-L01,2026-05-07,P01,L01,PRD-044,39662,58068,0.683,v1,PLN-002,APS
PLAN-20260507-L02,2026-05-07,P01,L02,PRD-017,57138,82062,0.696,v1,PLN-011,APS
PLAN-20260507-L03,2026-05-07,P02,L03,PRD-044,40977,52992,0.773,v1,PLN-005,APS
PLAN-20260507-L04,2026-05-07,P02,L04,PRD-037,26784,34380,0.779,v2,PLN-001,APS
PLAN-20260507-L05,2026-05-07,P03,L05,PRD-056,27973,44946,0.622,v3,PLN-007,APS
PLAN-20260507-L06,2026-05-07,P03,L06,PRD-004,61399,84438,0.727,v2,PLN-007,APS
PLAN-20260508-L01,2026-05-08,P01,L01,PRD-066,46814,58068,0.806,v1,PLN-011,APS
PLAN-20260508-L02,2026-05-08,P01,L02,PRD-060,64747,82062,0.789,v1,PLN-003,APS
PLAN-20260508-L03,2026-05-08,P02,L03,PRD-069,34919,52992,0.659,v1,PLN-012,APS
PLAN-20260508-L04,2026-05-08,P02,L04,PRD-011,23338,34380,0.679,v2,PLN-010,APS
PLAN-20260508-L05,2026-05-08,P03,L05,PRD-075,36126,44946,0.804,v3,PLN-012,APS
PLAN-20260508-L06,2026-05-08,P03,L06,PRD-073,65042,84438,0.77,v1,PLN-008,APS
PLAN-20260509-L01,2026-05-09,P01,L01,PRD-047,28785,58068,0.496,v2,PLN-001,APS
PLAN-20260509-L02,2026-05-09,P01,L02,PRD-064,47391,82062,0.578,v3,PLN-004,APS
PLAN-20260509-L03,2026-05-09,P02,L03,PRD-050,31919,52992,0.602,v1,PLN-005,APS
PLAN-20260509-L04,2026-05-09,P02,L04,PRD-021,19920,34380,0.579,v1,PLN-012,APS
PLAN-20260509-L05,2026-05-09,P03,L05,PRD-015,23909,44946,0.532,v1,PLN-006,APS
PLAN-20260509-L06,2026-05-09,P03,L06,PRD-062,48662,84438,0.576,v3,PLN-001,APS
PLAN-20260510-L01,2026-05-10,P01,L01,PRD-031,31862,58068,0.549,v1,PLN-008,APS
PLAN-20260510-L02,2026-05-10,P01,L02,PRD-015,41919,82062,0.511,v2,PLN-006,APS
PLAN-20260510-L03,2026-05-10,P02,L03,PRD-071,31030,52992,0.586,v1,PLN-005,APS
PLAN-20260510-L04,2026-05-10,P02,L04,PRD-059,16060,34380,0.467,v1,PLN-010,APS
PLAN-20260510-L05,2026-05-10,P03,L05,PRD-071,27373,44946,0.609,v1,PLN-001,APS
PLAN-20260510-L06,2026-05-10,P03,L06,PRD-012,43335,84438,0.513,v2,PLN-005,APS
PLAN-20260511-L01,2026-05-11,P01,L01,PRD-072,43042,58068,0.741,v2,PLN-003,APS
PLAN-20260511-L02,2026-05-11,P01,L02,PRD-017,56431,82062,0.688,v3,PLN-001,APS
PLAN-20260511-L03,2026-05-11,P02,L03,PRD-003,35743,52992,0.674,v2,PLN-002,APS
PLAN-20260511-L04,2026-05-11,P02,L04,PRD-062,22826,34380,0.664,v2,PLN-005,APS
PLAN-20260511-L05,2026-05-11,P03,L05,PRD-079,35531,44946,0.791,v2,PLN-003,APS
PLAN-20260511-L06,2026-05-11,P03,L06,PRD-035,56509,84438,0.669,v2,PLN-010,APS
PLAN-20260512-L01,2026-05-12,P01,L01,PRD-059,44768,58068,0.771,v2,PLN-003,APS
PLAN-20260512-L02,2026-05-12,P01,L02,PRD-052,53005,82062,0.646,v2,PLN-001,APS
PLAN-20260512-L03,2026-05-12,P02,L03,PRD-037,38753,52992,0.731,v3,PLN-005,APS
PLAN-20260512-L04,2026-05-12,P02,L04,PRD-037,23381,34380,0.68,v3,PLN-006,APS
PLAN-20260512-L05,2026-05-12,P03,L05,PRD-062,35801,44946,0.797,v2,PLN-008,APS
PLAN-20260512-L06,2026-05-12,P03,L06,PRD-034,56479,84438,0.669,v3,PLN-011,APS
PLAN-20260513-L01,2026-05-13,P01,L01,PRD-064,36423,58068,0.627,v2,PLN-007,APS
PLAN-20260513-L02,2026-05-13,P01,L02,PRD-079,67201,82062,0.819,v1,PLN-008,APS
PLAN-20260513-L03,2026-05-13,P02,L03,PRD-015,42450,52992,0.801,v2,PLN-002,APS
PLAN-20260513-L04,2026-05-13,P02,L04,PRD-035,23586,34380,0.686,v1,PLN-003,APS
PLAN-20260513-L05,2026-05-13,P03,L05,PRD-077,34564,44946,0.769,v1,PLN-003,APS
PLAN-20260513-L06,2026-05-13,P03,L06,PRD-073,53924,84438,0.639,v2,PLN-001,APS
PLAN-20260514-L01,2026-05-14,P01,L01,PRD-046,37835,58068,0.652,v2,PLN-005,APS
PLAN-20260514-L02,2026-05-14,P01,L02,PRD-011,59192,82062,0.721,v2,PLN-008,APS
PLAN-20260514-L03,2026-05-14,P02,L03,PRD-045,34198,52992,0.645,v3,PLN-008,APS
PLAN-20260514-L04,2026-05-14,P02,L04,PRD-040,23277,34380,0.677,v1,PLN-009,APS
PLAN-20260514-L05,2026-05-14,P03,L05,PRD-054,36198,44946,0.805,v1,PLN-001,APS
PLAN-20260514-L06,2026-05-14,P03,L06,PRD-059,66616,84438,0.789,v3,PLN-003,APS
PLAN-20260515-L01,2026-05-15,P01,L01,PRD-074,46752,58068,0.805,v2,PLN-002,APS
PLAN-20260515-L02,2026-05-15,P01,L02,PRD-037,52963,82062,0.645,v3,PLN-001,APS
PLAN-20260515-L03,2026-05-15,P02,L03,PRD-022,32939,52992,0.622,v2,PLN-004,APS
PLAN-20260515-L04,2026-05-15,P02,L04,PRD-006,26070,34380,0.758,v3,PLN-007,APS
PLAN-20260515-L05,2026-05-15,P03,L05,PRD-002,30643,44946,0.682,v2,PLN-004,APS
PLAN-20260515-L06,2026-05-15,P03,L06,PRD-051,61664,84438,0.73,v2,PLN-002,APS
PLAN-20260516-L01,2026-05-16,P01,L01,PRD-013,35014,58068,0.603,v1,PLN-012,APS
PLAN-20260516-L02,2026-05-16,P01,L02,PRD-066,38736,82062,0.472,v1,PLN-003,APS
PLAN-20260516-L03,2026-05-16,P02,L03,PRD-063,28139,52992,0.531,v2,PLN-001,APS
PLAN-20260516-L04,2026-05-16,P02,L04,PRD-013,20048,34380,0.583,v1,PLN-010,APS
PLAN-20260516-L05,2026-05-16,P03,L05,PRD-008,22512,44946,0.501,v1,PLN-012,APS
PLAN-20260516-L06,2026-05-16,P03,L06,PRD-012,53588,84438,0.635,v3,PLN-010,APS
PLAN-20260517-L01,2026-05-17,P01,L01,PRD-066,35266,58068,0.607,v1,PLN-002,APS
PLAN-20260517-L02,2026-05-17,P01,L02,PRD-062,46404,82062,0.565,v2,PLN-001,APS
PLAN-20260517-L03,2026-05-17,P02,L03,PRD-077,26984,52992,0.509,v2,PLN-002,APS
PLAN-20260517-L04,2026-05-17,P02,L04,PRD-037,16927,34380,0.492,v2,PLN-003,APS
PLAN-20260517-L05,2026-05-17,P03,L05,PRD-068,20916,44946,0.465,v2,PLN-011,APS
PLAN-20260517-L06,2026-05-17,P03,L06,PRD-061,42976,84438,0.509,v2,PLN-011,APS
PLAN-20260518-L01,2026-05-18,P01,L01,PRD-032,46789,58068,0.806,v3,PLN-006,APS
PLAN-20260518-L02,2026-05-18,P01,L02,PRD-060,53857,82062,0.656,v2,PLN-009,APS
PLAN-20260518-L03,2026-05-18,P02,L03,PRD-042,37102,52992,0.7,v1,PLN-005,APS
PLAN-20260518-L04,2026-05-18,P02,L04,PRD-049,27654,34380,0.804,v1,PLN-007,APS
PLAN-20260518-L05,2026-05-18,P03,L05,PRD-052,33670,44946,0.749,v1,PLN-005,APS
PLAN-20260518-L06,2026-05-18,P03,L06,PRD-016,58615,84438,0.694,v3,PLN-004,APS
PLAN-20260519-L01,2026-05-19,P01,L01,PRD-034,37422,58068,0.644,v3,PLN-002,APS
PLAN-20260519-L02,2026-05-19,P01,L02,PRD-004,60319,82062,0.735,v1,PLN-004,APS
PLAN-20260519-L03,2026-05-19,P02,L03,PRD-044,37721,52992,0.712,v1,PLN-012,APS
PLAN-20260519-L04,2026-05-19,P02,L04,PRD-024,27365,34380,0.796,v3,PLN-006,APS
PLAN-20260519-L05,2026-05-19,P03,L05,PRD-007,30040,44946,0.668,v1,PLN-003,APS
PLAN-20260519-L06,2026-05-19,P03,L06,PRD-014,60628,84438,0.718,v2,PLN-004,APS
PLAN-20260520-L01,2026-05-20,P01,L01,PRD-025,38557,58068,0.664,v3,PLN-010,APS
PLAN-20260520-L02,2026-05-20,P01,L02,PRD-062,65073,82062,0.793,v3,PLN-010,APS
PLAN-20260520-L03,2026-05-20,P02,L03,PRD-003,38804,52992,0.732,v3,PLN-007,APS
PLAN-20260520-L04,2026-05-20,P02,L04,PRD-046,26727,34380,0.777,v3,PLN-006,APS
PLAN-20260520-L05,2026-05-20,P03,L05,PRD-055,35611,44946,0.792,v2,PLN-001,APS
PLAN-20260520-L06,2026-05-20,P03,L06,PRD-067,61347,84438,0.727,v1,PLN-002,APS
PLAN-20260521-L01,2026-05-21,P01,L01,PRD-007,43621,58068,0.751,v2,PLN-004,APS
PLAN-20260521-L02,2026-05-21,P01,L02,PRD-004,54777,82062,0.668,v3,PLN-005,APS
PLAN-20260521-L03,2026-05-21,P02,L03,PRD-022,38070,52992,0.718,v3,PLN-007,APS
PLAN-20260521-L04,2026-05-21,P02,L04,PRD-021,25966,34380,0.755,v3,PLN-010,APS
PLAN-20260521-L05,2026-05-21,P03,L05,PRD-056,29864,44946,0.664,v3,PLN-007,APS
PLAN-20260521-L06,2026-05-21,P03,L06,PRD-043,64192,84438,0.76,v3,PLN-003,APS
PLAN-20260522-L01,2026-05-22,P01,L01,PRD-014,42014,58068,0.724,v3,PLN-010,APS
PLAN-20260522-L02,2026-05-22,P01,L02,PRD-063,56431,82062,0.688,v3,PLN-011,APS
PLAN-20260522-L03,2026-05-22,P02,L03,PRD-058,39537,52992,0.746,v2,PLN-007,APS
PLAN-20260522-L04,2026-05-22,P02,L04,PRD-024,29022,34380,0.844,v2,PLN-003,APS
PLAN-20260522-L05,2026-05-22,P03,L05,PRD-022,35550,44946,0.791,v3,PLN-001,APS
PLAN-20260522-L06,2026-05-22,P03,L06,PRD-064,58577,84438,0.694,v1,PLN-006,APS
PLAN-20260523-L01,2026-05-23,P01,L01,PRD-013,27658,58068,0.476,v3,PLN-003,APS
PLAN-20260523-L02,2026-05-23,P01,L02,PRD-063,49999,82062,0.609,v1,PLN-004,APS
PLAN-20260523-L03,2026-05-23,P02,L03,PRD-003,24944,52992,0.471,v2,PLN-004,APS
PLAN-20260523-L04,2026-05-23,P02,L04,PRD-066,17248,34380,0.502,v3,PLN-010,APS
PLAN-20260523-L05,2026-05-23,P03,L05,PRD-080,27890,44946,0.621,v2,PLN-002,APS
PLAN-20260523-L06,2026-05-23,P03,L06,PRD-024,46463,84438,0.55,v2,PLN-008,APS
PLAN-20260524-L01,2026-05-24,P01,L01,PRD-029,29029,58068,0.5,v1,PLN-011,APS
PLAN-20260524-L02,2026-05-24,P01,L02,PRD-051,48671,82062,0.593,v1,PLN-005,APS
PLAN-20260524-L03,2026-05-24,P02,L03,PRD-073,27940,52992,0.527,v2,PLN-009,APS
PLAN-20260524-L04,2026-05-24,P02,L04,PRD-049,20921,34380,0.609,v3,PLN-006,APS
PLAN-20260524-L05,2026-05-24,P03,L05,PRD-043,26622,44946,0.592,v1,PLN-010,APS
PLAN-20260524-L06,2026-05-24,P03,L06,PRD-015,39878,84438,0.472,v1,PLN-001,APS
PLAN-20260525-L01,2026-05-25,P01,L01,PRD-016,39420,58068,0.679,v1,PLN-010,APS
PLAN-20260525-L02,2026-05-25,P01,L02,PRD-063,58366,82062,0.711,v3,PLN-008,APS
PLAN-20260525-L03,2026-05-25,P02,L03,PRD-037,44997,52992,0.849,v1,PLN-011,APS
PLAN-20260525-L04,2026-05-25,P02,L04,PRD-004,26719,34380,0.777,v1,PLN-005,APS
PLAN-20260525-L05,2026-05-25,P03,L05,PRD-075,35079,44946,0.78,v3,PLN-010,APS
PLAN-20260525-L06,2026-05-25,P03,L06,PRD-022,60268,84438,0.714,v1,PLN-003,APS
PLAN-20260526-L01,2026-05-26,P01,L01,PRD-059,36585,58068,0.63,v2,PLN-006,APS
PLAN-20260526-L02,2026-05-26,P01,L02,PRD-031,61788,82062,0.753,v2,PLN-009,APS
PLAN-20260526-L03,2026-05-26,P02,L03,PRD-024,34352,52992,0.648,v1,PLN-012,APS
PLAN-20260526-L04,2026-05-26,P02,L04,PRD-024,25052,34380,0.729,v3,PLN-012,APS
PLAN-20260526-L05,2026-05-26,P03,L05,PRD-006,30576,44946,0.68,v2,PLN-009,APS
PLAN-20260526-L06,2026-05-26,P03,L06,PRD-058,61961,84438,0.734,v2,PLN-007,APS
PLAN-20260527-L01,2026-05-27,P01,L01,PRD-032,40667,58068,0.7,v2,PLN-006,APS
PLAN-20260527-L02,2026-05-27,P01,L02,PRD-024,61677,82062,0.752,v1,PLN-006,APS
PLAN-20260527-L03,2026-05-27,P02,L03,PRD-045,35977,52992,0.679,v1,PLN-005,APS
PLAN-20260527-L04,2026-05-27,P02,L04,PRD-039,29241,34380,0.851,v1,PLN-009,APS
PLAN-20260527-L05,2026-05-27,P03,L05,PRD-062,31490,44946,0.701,v3,PLN-007,APS
PLAN-20260527-L06,2026-05-27,P03,L06,PRD-064,62336,84438,0.738,v2,PLN-009,APS
PLAN-20260528-L01,2026-05-28,P01,L01,PRD-001,44959,58068,0.774,v1,PLN-012,APS
PLAN-20260528-L02,2026-05-28,P01,L02,PRD-004,68886,82062,0.839,v3,PLN-005,APS
PLAN-20260528-L03,2026-05-28,P02,L03,PRD-017,43116,52992,0.814,v3,PLN-003,APS
PLAN-20260528-L04,2026-05-28,P02,L04,PRD-046,26775,34380,0.779,v1,PLN-007,APS
PLAN-20260528-L05,2026-05-28,P03,L05,PRD-045,28869,44946,0.642,v1,PLN-002,APS
PLAN-20260528-L06,2026-05-28,P03,L06,PRD-045,56120,84438,0.665,v1,PLN-003,APS
PLAN-20260529-L01,2026-05-29,P01,L01,PRD-044,38790,58068,0.668,v3,PLN-012,APS
PLAN-20260529-L02,2026-05-29,P01,L02,PRD-075,58954,82062,0.718,v3,PLN-008,APS
PLAN-20260529-L03,2026-05-29,P02,L03,PRD-044,43770,52992,0.826,v2,PLN-010,APS
PLAN-20260529-L04,2026-05-29,P02,L04,PRD-077,23830,34380,0.693,v3,PLN-007,APS
PLAN-20260529-L05,2026-05-29,P03,L05,PRD-009,33434,44946,0.744,v2,PLN-010,APS
PLAN-20260529-L06,2026-05-29,P03,L06,PRD-006,54786,84438,0.649,v1,PLN-008,APS
PLAN-20260530-L01,2026-05-30,P01,L01,PRD-052,31900,58068,0.549,v1,PLN-010,APS
PLAN-20260530-L02,2026-05-30,P01,L02,PRD-020,39617,82062,0.483,v1,PLN-010,APS
PLAN-20260530-L03,2026-05-30,P02,L03,PRD-077,29271,52992,0.552,v3,PLN-009,APS
PLAN-20260530-L04,2026-05-30,P02,L04,PRD-002,22092,34380,0.643,v1,PLN-007,APS
PLAN-20260530-L05,2026-05-30,P03,L05,PRD-049,23063,44946,0.513,v1,PLN-007,APS
PLAN-20260530-L06,2026-05-30,P03,L06,PRD-073,43843,84438,0.519,v3,PLN-003,APS
PLAN-20260531-L01,2026-05-31,P01,L01,PRD-072,34936,58068,0.602,v2,PLN-008,APS
PLAN-20260531-L02,2026-05-31,P01,L02,PRD-022,46761,82062,0.57,v1,PLN-010,APS
PLAN-20260531-L03,2026-05-31,P02,L03,PRD-024,28537,52992,0.539,v1,PLN-012,APS
PLAN-20260531-L04,2026-05-31,P02,L04,PRD-035,19683,34380,0.573,v2,PLN-007,APS
PLAN-20260531-L05,2026-05-31,P03,L05,PRD-052,28297,44946,0.63,v1,PLN-003,APS
PLAN-20260531-L06,2026-05-31,P03,L06,PRD-016,52125,84438,0.617,v1,PLN-002,APS
PLAN-20260601-L01,2026-06-01,P01,L01,PRD-068,43730,58068,0.753,v2,PLN-001,APS
PLAN-20260601-L02,2026-06-01,P01,L02,PRD-005,61778,82062,0.753,v2,PLN-002,APS
PLAN-20260601-L03,2026-06-01,P02,L03,PRD-050,41669,52992,0.786,v2,PLN-002,APS
PLAN-20260601-L04,2026-06-01,P02,L04,PRD-035,25264,34380,0.735,v1,PLN-005,APS
PLAN-20260601-L05,2026-06-01,P03,L05,PRD-031,30009,44946,0.668,v3,PLN-004,APS
PLAN-20260601-L06,2026-06-01,P03,L06,PRD-040,72624,84438,0.86,v2,PLN-009,APS
PLAN-20260602-L01,2026-06-02,P01,L01,PRD-052,47014,58068,0.81,v2,PLN-003,APS
PLAN-20260602-L02,2026-06-02,P01,L02,PRD-069,58272,82062,0.71,v3,PLN-001,APS
PLAN-20260602-L03,2026-06-02,P02,L03,PRD-066,38339,52992,0.723,v1,PLN-002,APS
