case_id,run_id,operator_fairness_group,true_high_defect_risk,model_score_unmitigated,model_score_mitigated,prediction_threshold,human_review_required
FAIR-003438,RUN-001736,G3_junior,1,1,1,0.5,1
FAIR-003439,RUN-008766,G3_junior,0,0.12,0,0.5,0
FAIR-003440,RUN-000061,G3_junior,0,0.4352,0.3152,0.5,0
FAIR-003441,RUN-007049,G2_mid,0,0.1762,0.1762,0.5,0
FAIR-003442,RUN-002381,G3_junior,0,0.1916,0.0716,0.5,0
FAIR-003443,RUN-003657,G1_senior,0,0.1308,0.1708,0.5,0
FAIR-003444,RUN-007336,G2_mid,1,0.6117,0.6117,0.5,0
FAIR-003445,RUN-004608,G3_junior,1,0.8334,0.7134,0.5,1
FAIR-003446,RUN-007093,G3_junior,1,0.8167,0.6967,0.5,1
FAIR-003447,RUN-008373,G3_junior,0,0.3063,0.1863,0.5,0
FAIR-003448,RUN-010703,G3_junior,0,0.1408,0.0208,0.5,0
FAIR-003449,RUN-001878,G3_junior,1,0.6124,0.4924,0.5,0
FAIR-003450,RUN-011032,G3_junior,1,0.8536,0.7336,0.5,1
FAIR-003451,RUN-010298,G3_junior,0,0.1788,0.0588,0.5,0
FAIR-003452,RUN-000601,G1_senior,0,0.1784,0.2184,0.5,0
FAIR-003453,RUN-006699,G3_junior,0,0.2884,0.1684,0.5,0
FAIR-003454,RUN-002836,G3_junior,0,0.2289,0.1089,0.5,0
FAIR-003455,RUN-001194,G2_mid,1,0.6669,0.6669,0.5,1
FAIR-003456,RUN-000372,G2_mid,1,0.6163,0.6163,0.5,0
FAIR-003457,RUN-010076,G2_mid,1,0.8507,0.8507,0.5,1
FAIR-003458,RUN-000077,G2_mid,0,0.5028,0.5028,0.5,0
FAIR-003459,RUN-007329,G1_senior,0,0.0715,0.1115,0.5,0
FAIR-003460,RUN-001170,G3_junior,0,0.2249,0.1049,0.5,0
FAIR-003461,RUN-008459,G3_junior,0,0.3281,0.2081,0.5,0
FAIR-003462,RUN-004304,G3_junior,0,0.12,0,0.5,0
FAIR-003463,RUN-002747,G3_junior,0,0.298,0.178,0.5,0
FAIR-003464,RUN-002302,G3_junior,1,0.6619,0.5419,0.5,1
FAIR-003465,RUN-009009,G3_junior,1,0.7246,0.6046,0.5,1
FAIR-003466,RUN-005079,G2_mid,0,0.0024,0.0024,0.5,0
FAIR-003467,RUN-006713,G3_junior,1,0.7618,0.6418,0.5,1
FAIR-003468,RUN-002716,G3_junior,0,0.2838,0.1638,0.5,0
FAIR-003469,RUN-000163,G3_junior,1,0.8451,0.7251,0.5,1
FAIR-003470,RUN-003138,G3_junior,1,1,1,0.5,1
FAIR-003471,RUN-011237,G1_senior,0,0.056,0.096,0.5,0
FAIR-003472,RUN-002620,G3_junior,0,0.3654,0.2454,0.5,0
FAIR-003473,RUN-004739,G2_mid,1,0.9082,0.9082,0.5,1
FAIR-003474,RUN-001330,G3_junior,1,0.816,0.696,0.5,1
FAIR-003475,RUN-009715,G3_junior,0,0.3364,0.2164,0.5,0
FAIR-003476,RUN-007675,G3_junior,0,0.2498,0.1298,0.5,0
FAIR-003477,RUN-005604,G3_junior,0,0.2246,0.1046,0.5,0
FAIR-003478,RUN-000338,G2_mid,0,0.4872,0.4872,0.5,0
FAIR-003479,RUN-004294,G2_mid,1,0.5031,0.5031,0.5,0
FAIR-003480,RUN-007579,G1_senior,0,0.2478,0.2878,0.5,0
FAIR-003481,RUN-000382,G1_senior,1,0.5263,0.5663,0.5,0
FAIR-003482,RUN-006725,G3_junior,0,0.2262,0.1062,0.5,0
FAIR-003483,RUN-002201,G1_senior,0,0.0223,0.0623,0.5,0
FAIR-003484,RUN-000611,G1_senior,0,0.3804,0.4204,0.5,0
FAIR-003485,RUN-005856,G0_unknown,0,0.1425,0.1425,0.5,0
FAIR-003486,RUN-008671,G3_junior,0,0.3768,0.2568,0.5,0
FAIR-003487,RUN-007072,G3_junior,0,0.4476,0.3276,0.5,0
FAIR-003488,RUN-004172,G3_junior,0,0.4013,0.2813,0.5,0
FAIR-003489,RUN-000438,G3_junior,1,0.7525,0.6325,0.5,1
FAIR-003490,RUN-004214,G2_mid,1,0.6842,0.6842,0.5,1
FAIR-003491,RUN-002792,G3_junior,0,0.2414,0.1214,0.5,0
FAIR-003492,RUN-004532,G3_junior,1,0.7182,0.5982,0.5,1
FAIR-003493,RUN-007198,G3_junior,1,1,0.9715,0.5,1
FAIR-003494,RUN-003293,G3_junior,0,0.3652,0.2452,0.5,0
FAIR-003495,RUN-000147,G3_junior,0,0.4918,0.3718,0.5,0
FAIR-003496,RUN-002614,G2_mid,1,0.5882,0.5882,0.5,0
FAIR-003497,RUN-008104,G3_junior,0,0.12,0,0.5,0
FAIR-003498,RUN-010257,G2_mid,0,0.2767,0.2767,0.5,0
FAIR-003499,RUN-010004,G2_mid,0,0.1067,0.1067,0.5,0
FAIR-003500,RUN-000946,G3_junior,1,0.6335,0.5135,0.5,0
FAIR-003501,RUN-010128,G3_junior,0,0.3432,0.2232,0.5,0
FAIR-003502,RUN-003152,G2_mid,0,0.1585,0.1585,0.5,0
FAIR-003503,RUN-002445,G3_junior,0,0.3055,0.1855,0.5,0
FAIR-003504,RUN-003425,G3_junior,1,0.5598,0.4398,0.5,0
FAIR-003505,RUN-009225,G3_junior,1,0.8087,0.6887,0.5,1
FAIR-003506,RUN-010277,G3_junior,0,0.121,0.001,0.5,0
FAIR-003507,RUN-008457,G3_junior,1,1,0.9529,0.5,1
FAIR-003508,RUN-005444,G2_mid,1,0.5188,0.5188,0.5,0
FAIR-003509,RUN-007257,G2_mid,1,0.5055,0.5055,0.5,0
FAIR-003510,RUN-002017,G3_junior,1,0.7298,0.6098,0.5,1
FAIR-003511,RUN-006027,G3_junior,1,0.7499,0.6299,0.5,1
FAIR-003512,RUN-002830,G0_unknown,1,0.6734,0.6734,0.5,1
FAIR-003513,RUN-002765,G3_junior,0,0.1543,0.0343,0.5,0
FAIR-003514,RUN-008622,G3_junior,1,0.7786,0.6586,0.5,1
FAIR-003515,RUN-007781,G1_senior,0,0.1825,0.2225,0.5,0
FAIR-003516,RUN-002881,G1_senior,1,0.4492,0.4892,0.5,0
FAIR-003517,RUN-004642,G3_junior,0,0.3055,0.1855,0.5,0
FAIR-003518,RUN-002510,G3_junior,0,0.1923,0.0723,0.5,0
FAIR-003519,RUN-004576,G3_junior,0,0.2746,0.1546,0.5,0
FAIR-003520,RUN-004875,G3_junior,1,0.7528,0.6328,0.5,1
FAIR-003521,RUN-004076,G2_mid,1,0.6318,0.6318,0.5,0
FAIR-003522,RUN-008221,G3_junior,0,0.12,0,0.5,0
FAIR-003523,RUN-004947,G2_mid,0,0.3134,0.3134,0.5,0
FAIR-003524,RUN-001640,G3_junior,0,0.5045,0.3845,0.5,0
FAIR-003525,RUN-003869,G1_senior,1,0.716,0.756,0.5,1
FAIR-003526,RUN-006828,G3_junior,0,0.2953,0.1753,0.5,0
FAIR-003527,RUN-005515,G3_junior,0,0.2889,0.1689,0.5,0
FAIR-003528,RUN-009948,G3_junior,0,0.4115,0.2915,0.5,0
FAIR-003529,RUN-002825,G3_junior,0,0.2761,0.1561,0.5,0
FAIR-003530,RUN-008696,G2_mid,1,0.8907,0.8907,0.5,1
FAIR-003531,RUN-007971,G3_junior,0,0.3027,0.1827,0.5,0
FAIR-003532,RUN-001920,G3_junior,1,1,0.9481,0.5,1
FAIR-003533,RUN-010871,G2_mid,0,0.1761,0.1761,0.5,0
FAIR-003534,RUN-005958,G3_junior,1,0.8964,0.7764,0.5,1
FAIR-003535,RUN-009945,G3_junior,0,0.5057,0.3857,0.5,0
FAIR-003536,RUN-002833,G3_junior,1,0.8929,0.7729,0.5,1
FAIR-003537,RUN-003485,G3_junior,1,0.7706,0.6506,0.5,1
FAIR-003538,RUN-005068,G2_mid,0,0.3622,0.3622,0.5,0
FAIR-003539,RUN-004955,G2_mid,0,0.1112,0.1112,0.5,0
FAIR-003540,RUN-009817,G1_senior,0,0.1423,0.1823,0.5,0
FAIR-003541,RUN-005350,G3_junior,0,0.12,0,0.5,0
FAIR-003542,RUN-005636,G3_junior,1,0.4232,0.3032,0.5,0
FAIR-003543,RUN-000870,G3_junior,1,0.6282,0.5082,0.5,0
FAIR-003544,RUN-005027,G3_junior,1,1,0.908,0.5,1
FAIR-003545,RUN-002949,G3_junior,1,0.8639,0.7439,0.5,1
FAIR-003546,RUN-007652,G3_junior,0,0.2971,0.1771,0.5,0
FAIR-003547,RUN-002586,G1_senior,0,0.2179,0.2579,0.5,0
FAIR-003548,RUN-005847,G1_senior,0,0,0.0344,0.5,0
FAIR-003549,RUN-003136,G3_junior,0,0.2287,0.1087,0.5,0
FAIR-003550,RUN-008762,G1_senior,0,0.1515,0.1915,0.5,0
FAIR-003551,RUN-004210,G3_junior,0,0.325,0.205,0.5,0
FAIR-003552,RUN-002725,G1_senior,1,0.5387,0.5787,0.5,0
FAIR-003553,RUN-002583,G2_mid,1,0.9264,0.9264,0.5,1
FAIR-003554,RUN-009754,G0_unknown,0,0.361,0.361,0.5,0
FAIR-003555,RUN-005829,G3_junior,1,0.8379,0.7179,0.5,1
FAIR-003556,RUN-006606,G2_mid,0,0.1806,0.1806,0.5,0
FAIR-003557,RUN-011088,G3_junior,0,0.2828,0.1628,0.5,0
FAIR-003558,RUN-000445,G3_junior,0,0.1964,0.0764,0.5,0
FAIR-003559,RUN-007355,G3_junior,1,0.8778,0.7578,0.5,1
FAIR-003560,RUN-010711,G3_junior,0,0.4611,0.3411,0.5,0
FAIR-003561,RUN-009825,G3_junior,1,0.9047,0.7847,0.5,1
FAIR-003562,RUN-005786,G3_junior,1,0.5935,0.4735,0.5,0
FAIR-003563,RUN-007248,G2_mid,0,0.166,0.166,0.5,0
FAIR-003564,RUN-003866,G3_junior,1,0.9719,0.8519,0.5,1
FAIR-003565,RUN-006441,G3_junior,0,0.3689,0.2489,0.5,0
FAIR-003566,RUN-000096,G3_junior,0,0.1765,0.0565,0.5,0
FAIR-003567,RUN-000505,G1_senior,0,0.4819,0.5219,0.5,0
FAIR-003568,RUN-008256,G2_mid,1,0.5625,0.5625,0.5,0
FAIR-003569,RUN-009286,G3_junior,0,0.3425,0.2225,0.5,0
FAIR-003570,RUN-002400,G0_unknown,1,0.8815,0.8815,0.5,1
FAIR-003571,RUN-001752,G2_mid,0,0.1269,0.1269,0.5,0
FAIR-003572,RUN-009109,G1_senior,0,0.1254,0.1654,0.5,0
FAIR-003573,RUN-004698,G2_mid,0,0.1698,0.1698,0.5,0
FAIR-003574,RUN-004632,G3_junior,0,0.3477,0.2277,0.5,0
FAIR-003575,RUN-000420,G3_junior,1,0.7647,0.6447,0.5,1
FAIR-003576,RUN-003393,G3_junior,0,0.3302,0.2102,0.5,0
FAIR-003577,RUN-006528,G3_junior,0,0.3296,0.2096,0.5,0
FAIR-003578,RUN-005679,G2_mid,0,0.1825,0.1825,0.5,0
FAIR-003579,RUN-003025,G3_junior,0,0.3038,0.1838,0.5,0
FAIR-003580,RUN-004578,G2_mid,1,0.5318,0.5318,0.5,0
FAIR-003581,RUN-004319,G3_junior,0,0.6951,0.5751,0.5,1
FAIR-003582,RUN-004952,G1_senior,0,0.4361,0.4761,0.5,0
FAIR-003583,RUN-002664,G1_senior,0,0.19,0.23,0.5,0
FAIR-003584,RUN-009569,G3_junior,1,0.7654,0.6454,0.5,1
FAIR-003585,RUN-004199,G3_junior,0,0.193,0.073,0.5,0
FAIR-003586,RUN-002740,G3_junior,1,0.8678,0.7478,0.5,1
FAIR-003587,RUN-006181,G3_junior,1,0.8497,0.7297,0.5,1
FAIR-003588,RUN-010263,G3_junior,0,0.1895,0.0695,0.5,0
FAIR-003589,RUN-002055,G3_junior,1,0.8674,0.7474,0.5,1
FAIR-003590,RUN-001738,G3_junior,0,0.4756,0.3556,0.5,0
FAIR-003591,RUN-002300,G3_junior,0,0.3275,0.2075,0.5,0
FAIR-003592,RUN-008682,G3_junior,0,0.398,0.278,0.5,0
FAIR-003593,RUN-005550,G3_junior,0,0.2065,0.0865,0.5,0
FAIR-003594,RUN-010702,G3_junior,1,0.6505,0.5305,0.5,1
FAIR-003595,RUN-001539,G2_mid,1,0.7205,0.7205,0.5,1
FAIR-003596,RUN-001975,G1_senior,0,0.0586,0.0986,0.5,0
FAIR-003597,RUN-004600,G3_junior,0,0.2777,0.1577,0.5,0
FAIR-003598,RUN-008748,G3_junior,0,0.2401,0.1201,0.5,0
FAIR-003599,RUN-007440,G3_junior,0,0.4837,0.3637,0.5,0
FAIR-003600,RUN-000610,G3_junior,1,0.9107,0.7907,0.5,1
FAIR-003601,RUN-003517,G2_mid,1,0.8878,0.8878,0.5,1
FAIR-003602,RUN-001027,G1_senior,1,0.3956,0.4356,0.5,0
FAIR-003603,RUN-009686,G3_junior,1,0.6762,0.5562,0.5,1
FAIR-003604,RUN-000185,G1_senior,0,0.2668,0.3068,0.5,0
FAIR-003605,RUN-001667,G2_mid,0,0.2562,0.2562,0.5,0
FAIR-003606,RUN-003670,G1_senior,0,0.1428,0.1828,0.5,0
FAIR-003607,RUN-008953,G3_junior,1,0.8822,0.7622,0.5,1
FAIR-003608,RUN-010689,G3_junior,0,0.3613,0.2413,0.5,0
FAIR-003609,RUN-007305,G3_junior,0,0.3481,0.2281,0.5,0
FAIR-003610,RUN-001069,G2_mid,0,0.111,0.111,0.5,0
FAIR-003611,RUN-004042,G3_junior,0,0.2918,0.1718,0.5,0
FAIR-003612,RUN-001328,G3_junior,0,0.2088,0.0888,0.5,0
FAIR-003613,RUN-005855,G3_junior,0,0.4543,0.3343,0.5,0
FAIR-003614,RUN-001314,G0_unknown,1,0.4719,0.4719,0.5,0
FAIR-003615,RUN-008794,G2_mid,1,0.5201,0.5201,0.5,0
FAIR-003616,RUN-003140,G3_junior,1,0.6376,0.5176,0.5,0
FAIR-003617,RUN-010157,G1_senior,0,0.2356,0.2756,0.5,0
FAIR-003618,RUN-003524,G3_junior,0,0.12,0,0.5,0
FAIR-003619,RUN-008420,G1_senior,0,0.1036,0.1436,0.5,0
FAIR-003620,RUN-011282,G2_mid,1,0.6301,0.6301,0.5,0
FAIR-003621,RUN-001869,G3_junior,1,0.5796,0.4596,0.5,0
FAIR-003622,RUN-008015,G2_mid,0,0.0433,0.0433,0.5,0
FAIR-003623,RUN-003169,G2_mid,0,0.1627,0.1627,0.5,0
FAIR-003624,RUN-010667,G3_junior,1,0.842,0.722,0.5,1
FAIR-003625,RUN-004671,G3_junior,1,0.8602,0.7402,0.5,1
FAIR-003626,RUN-011121,G3_junior,0,0.3844,0.2644,0.5,0
FAIR-003627,RUN-002582,G2_mid,0,0.1965,0.1965,0.5,0
FAIR-003628,RUN-008868,G2_mid,1,0.7002,0.7002,0.5,1
FAIR-003629,RUN-008867,G1_senior,1,0.7194,0.7594,0.5,1
FAIR-003630,RUN-004155,G3_junior,1,0.7415,0.6215,0.5,1
FAIR-003631,RUN-003741,G3_junior,1,0.7171,0.5971,0.5,1
FAIR-003632,RUN-004889,G3_junior,1,0.7726,0.6526,0.5,1
FAIR-003633,RUN-007218,G3_junior,1,0.9357,0.8157,0.5,1
FAIR-003634,RUN-002338,G3_junior,1,0.7548,0.6348,0.5,1
FAIR-003635,RUN-001718,G3_junior,1,0.7575,0.6375,0.5,1
FAIR-003636,RUN-001151,G3_junior,1,0.9026,0.7826,0.5,1
FAIR-003637,RUN-002316,G3_junior,0,0.3039,0.1839,0.5,0
FAIR-003638,RUN-004286,G3_junior,0,0.2514,0.1314,0.5,0
FAIR-003639,RUN-006671,G3_junior,0,0.3565,0.2365,0.5,0
FAIR-003640,RUN-003734,G2_mid,0,0.0184,0.0184,0.5,0
FAIR-003641,RUN-010289,G3_junior,0,0.12,0,0.5,0
FAIR-003642,RUN-009283,G2_mid,0,0,0,0.5,0
FAIR-003643,RUN-006353,G3_junior,0,0.354,0.234,0.5,0
FAIR-003644,RUN-000525,G2_mid,0,0.0288,0.0288,0.5,0
FAIR-003645,RUN-011380,G3_junior,0,0.12,0,0.5,0
FAIR-003646,RUN-004117,G3_junior,1,0.5664,0.4464,0.5,0
FAIR-003647,RUN-007220,G3_junior,1,0.6124,0.4924,0.5,0
FAIR-003648,RUN-011128,G3_junior,1,0.7103,0.5903,0.5,1
FAIR-003649,RUN-000670,G0_unknown,0,0.0581,0.0581,0.5,0
FAIR-003650,RUN-002195,G2_mid,0,0.0516,0.0516,0.5,0
FAIR-003651,RUN-009907,G2_mid,1,0.6991,0.6991,0.5,1
FAIR-003652,RUN-011261,G3_junior,1,0.6803,0.5603,0.5,1
FAIR-003653,RUN-001032,G3_junior,0,0.4369,0.3169,0.5,0
FAIR-003654,RUN-010609,G3_junior,1,0.7042,0.5842,0.5,1
FAIR-003655,RUN-010930,G3_junior,0,0.2892,0.1692,0.5,0
FAIR-003656,RUN-000936,G2_mid,0,0.1914,0.1914,0.5,0
FAIR-003657,RUN-005400,G2_mid,0,0.1605,0.1605,0.5,0
FAIR-003658,RUN-009864,G3_junior,1,0.8818,0.7618,0.5,1
FAIR-003659,RUN-001767,G3_junior,1,0.7359,0.6159,0.5,1
FAIR-003660,RUN-003143,G3_junior,0,0.4992,0.3792,0.5,0
FAIR-003661,RUN-000315,G3_junior,1,0.7723,0.6523,0.5,1
FAIR-003662,RUN-008307,G2_mid,1,0.6288,0.6288,0.5,0
FAIR-003663,RUN-005822,G3_junior,1,0.7625,0.6425,0.5,1
FAIR-003664,RUN-006178,G3_junior,1,0.9901,0.8701,0.5,1
FAIR-003665,RUN-003907,G3_junior,0,0.4073,0.2873,0.5,0
FAIR-003666,RUN-004768,G1_senior,1,0.5297,0.5697,0.5,0
FAIR-003667,RUN-003236,G1_senior,0,0.0096,0.0496,0.5,0
FAIR-003668,RUN-010507,G0_unknown,0,0.2612,0.2612,0.5,0
FAIR-003669,RUN-002359,G3_junior,0,0.1417,0.0217,0.5,0
FAIR-003670,RUN-001734,G1_senior,0,0.2106,0.2506,0.5,0
FAIR-003671,RUN-008163,G1_senior,1,0.4127,0.4527,0.5,0
FAIR-003672,RUN-004404,G3_junior,0,0.1237,0.0037,0.5,0
FAIR-003673,RUN-003073,G1_senior,0,0.3428,0.3828,0.5,0
FAIR-003674,RUN-010224,G2_mid,1,0.5739,0.5739,0.5,0
FAIR-003675,RUN-002253,G3_junior,0,0.1566,0.0366,0.5,0
FAIR-003676,RUN-003629,G3_junior,0,0.3781,0.2581,0.5,0
FAIR-003677,RUN-002129,G3_junior,0,0.2757,0.1557,0.5,0
FAIR-003678,RUN-001658,G3_junior,0,0.24,0.12,0.5,0
FAIR-003679,RUN-009510,G3_junior,1,0.543,0.423,0.5,0
FAIR-003680,RUN-010999,G3_junior,0,0.4018,0.2818,0.5,0
FAIR-003681,RUN-010881,G1_senior,0,0.3074,0.3474,0.5,0
FAIR-003682,RUN-003744,G3_junior,1,0.6874,0.5674,0.5,1
FAIR-003683,RUN-001065,G3_junior,0,0.2215,0.1015,0.5,0
FAIR-003684,RUN-004325,G3_junior,0,0.474,0.354,0.5,0
FAIR-003685,RUN-005254,G1_senior,0,0,0.0277,0.5,0
FAIR-003686,RUN-002685,G3_junior,0,0.4426,0.3226,0.5,0
FAIR-003687,RUN-000058,G3_junior,1,0.7303,0.6103,0.5,1
FAIR-003688,RUN-008600,G2_mid,1,0.6951,0.6951,0.5,1
FAIR-003689,RUN-001567,G3_junior,1,0.7608,0.6408,0.5,1
FAIR-003690,RUN-007351,G2_mid,1,0.8136,0.8136,0.5,1
FAIR-003691,RUN-011175,G3_junior,1,1,0.8907,0.5,1
FAIR-003692,RUN-005862,G3_junior,1,0.6209,0.5009,0.5,0
FAIR-003693,RUN-003020,G3_junior,1,0.5803,0.4603,0.5,0
FAIR-003694,RUN-008304,G3_junior,1,0.6338,0.5138,0.5,0
FAIR-003695,RUN-006846,G2_mid,0,0.2842,0.2842,0.5,0
FAIR-003696,RUN-004850,G2_mid,0,0.0881,0.0881,0.5,0
FAIR-003697,RUN-000216,G3_junior,1,0.7707,0.6507,0.5,1
FAIR-003698,RUN-010825,G3_junior,0,0.2464,0.1264,0.5,0
FAIR-003699,RUN-001394,G2_mid,0,0.2946,0.2946,0.5,0
FAIR-003700,RUN-008506,G3_junior,0,0.262,0.142,0.5,0
FAIR-003701,RUN-005457,G3_junior,1,0.4501,0.3301,0.5,0
FAIR-003702,RUN-009141,G2_mid,1,0.6679,0.6679,0.5,1
FAIR-003703,RUN-004211,G3_junior,0,0.3667,0.2467,0.5,0
FAIR-003704,RUN-006717,G3_junior,0,0.3907,0.2707,0.5,0
FAIR-003705,RUN-010640,G3_junior,0,0.195,0.075,0.5,0
FAIR-003706,RUN-011202,G3_junior,0,0.326,0.206,0.5,0
FAIR-003707,RUN-009280,G2_mid,1,0.8153,0.8153,0.5,1
FAIR-003708,RUN-004643,G3_junior,1,0.7582,0.6382,0.5,1
FAIR-003709,RUN-010615,G3_junior,1,0.6629,0.5429,0.5,1
FAIR-003710,RUN-004436,G0_unknown,0,0.0018,0.0018,0.5,0
FAIR-003711,RUN-007324,G1_senior,0,0.3963,0.4363,0.5,0
FAIR-003712,RUN-003410,G2_mid,1,0.668,0.668,0.5,1
FAIR-003713,RUN-006493,G3_junior,0,0.2945,0.1745,0.5,0
FAIR-003714,RUN-008004,G0_unknown,0,0.4602,0.4602,0.5,0
FAIR-003715,RUN-001626,G2_mid,1,0.7716,0.7716,0.5,1
FAIR-003716,RUN-010111,G3_junior,1,0.8979,0.7779,0.5,1
FAIR-003717,RUN-000411,G2_mid,0,0.1049,0.1049,0.5,0
FAIR-003718,RUN-010618,G2_mid,0,0.132,0.132,0.5,0
FAIR-003719,RUN-008826,G3_junior,1,0.778,0.658,0.5,1
FAIR-003720,RUN-009352,G2_mid,1,0.6549,0.6549,0.5,1
FAIR-003721,RUN-007202,G2_mid,1,0.6192,0.6192,0.5,0
FAIR-003722,RUN-009432,G2_mid,0,0.4091,0.4091,0.5,0
FAIR-003723,RUN-003111,G2_mid,0,0.2448,0.2448,0.5,0
FAIR-003724,RUN-011021,G2_mid,0,0,0,0.5,0
FAIR-003725,RUN-001483,G3_junior,1,0.6064,0.4864,0.5,0
FAIR-003726,RUN-011035,G3_junior,0,0.2609,0.1409,0.5,0
FAIR-003727,RUN-006360,G0_unknown,0,0.0826,0.0826,0.5,0
FAIR-003728,RUN-002563,G3_junior,0,0.183,0.063,0.5,0
FAIR-003729,RUN-010727,G2_mid,0,0.3187,0.3187,0.5,0
FAIR-003730,RUN-009032,G3_junior,0,0.3596,0.2396,0.5,0
FAIR-003731,RUN-002932,G0_unknown,1,0.5873,0.5873,0.5,0
FAIR-003732,RUN-007409,G3_junior,1,0.9829,0.8629,0.5,1
FAIR-003733,RUN-008849,G3_junior,0,0.4326,0.3126,0.5,0
FAIR-003734,RUN-002913,G3_junior,1,0.7159,0.5959,0.5,1
FAIR-003735,RUN-002250,G3_junior,0,0.3689,0.2489,0.5,0
FAIR-003736,RUN-004205,G3_junior,1,0.8844,0.7644,0.5,1
FAIR-003737,RUN-009520,G2_mid,0,0.0375,0.0375,0.5,0
FAIR-003738,RUN-008257,G2_mid,0,0.3614,0.3614,0.5,0
FAIR-003739,RUN-000509,G3_junior,0,0.3628,0.2428,0.5,0
FAIR-003740,RUN-007877,G2_mid,0,0.2836,0.2836,0.5,0
FAIR-003741,RUN-008751,G3_junior,1,0.8109,0.6909,0.5,1
FAIR-003742,RUN-006748,G3_junior,1,0.5955,0.4755,0.5,0
FAIR-003743,RUN-001929,G2_mid,0,0.2786,0.2786,0.5,0
FAIR-003744,RUN-002185,G2_mid,1,0.6759,0.6759,0.5,1
FAIR-003745,RUN-011283,G2_mid,1,0.5592,0.5592,0.5,0
FAIR-003746,RUN-004308,G2_mid,0,0.4415,0.4415,0.5,0
FAIR-003747,RUN-006559,G3_junior,1,0.7935,0.6735,0.5,1
FAIR-003748,RUN-011198,G3_junior,1,0.5751,0.4551,0.5,0
FAIR-003749,RUN-007247,G2_mid,1,0.5592,0.5592,0.5,0
FAIR-003750,RUN-001624,G3_junior,0,0.3218,0.2018,0.5,0
FAIR-003751,RUN-009214,G3_junior,1,0.7573,0.6373,0.5,1
FAIR-003752,RUN-000214,G3_junior,0,0.4284,0.3084,0.5,0
FAIR-003753,RUN-002289,G1_senior,0,0,0,0.5,0
FAIR-003754,RUN-007023,G3_junior,1,0.6321,0.5121,0.5,0
FAIR-003755,RUN-005736,G3_junior,0,0.1837,0.0637,0.5,0
FAIR-003756,RUN-004522,G3_junior,0,0.12,0,0.5,0
FAIR-003757,RUN-006795,G3_junior,0,0.12,0,0.5,0
FAIR-003758,RUN-006330,G3_junior,0,0.4022,0.2822,0.5,0
FAIR-003759,RUN-007294,G3_junior,0,0.4733,0.3533,0.5,0
FAIR-003760,RUN-008831,G3_junior,0,0.4458,0.3258,0.5,0
FAIR-003761,RUN-001246,G3_junior,0,0.5332,0.4132,0.5,0
FAIR-003762,RUN-008374,G3_junior,0,0.2715,0.1515,0.5,0
FAIR-003763,RUN-007693,G2_mid,0,0.3779,0.3779,0.5,0
FAIR-003764,RUN-000760,G3_junior,0,0.4819,0.3619,0.5,0
FAIR-003765,RUN-000671,G1_senior,0,0.1311,0.1711,0.5,0
FAIR-003766,RUN-005056,G2_mid,1,0.8692,0.8692,0.5,1
FAIR-003767,RUN-005566,G2_mid,1,0.5561,0.5561,0.5,0
FAIR-003768,RUN-003883,G2_mid,1,0.6221,0.6221,0.5,0
FAIR-003769,RUN-008431,G1_senior,1,0.5496,0.5896,0.5,0
FAIR-003770,RUN-010772,G3_junior,0,0.3985,0.2785,0.5,0
FAIR-003771,RUN-002176,G3_junior,1,0.8024,0.6824,0.5,1
FAIR-003772,RUN-002142,G1_senior,0,0.0196,0.0596,0.5,0
FAIR-003773,RUN-002148,G1_senior,0,0.0396,0.0796,0.5,0
FAIR-003774,RUN-001252,G3_junior,1,0.865,0.745,0.5,1
FAIR-003775,RUN-001174,G2_mid,0,0.2727,0.2727,0.5,0
FAIR-003776,RUN-008489,G3_junior,0,0.4088,0.2888,0.5,0
FAIR-003777,RUN-002399,G2_mid,1,0.6643,0.6643,0.5,1
FAIR-003778,RUN-005171,G3_junior,0,0.12,0,0.5,0
FAIR-003779,RUN-011133,G3_junior,1,0.2825,0.1625,0.5,0
FAIR-003780,RUN-005385,G2_mid,0,0.1207,0.1207,0.5,0
FAIR-003781,RUN-007635,G3_junior,0,0.3434,0.2234,0.5,0
FAIR-003782,RUN-003408,G3_junior,1,0.8996,0.7796,0.5,1
FAIR-003783,RUN-008889,G3_junior,1,0.6181,0.4981,0.5,0
FAIR-003784,RUN-005667,G3_junior,0,0.3224,0.2024,0.5,0
FAIR-003785,RUN-004280,G3_junior,0,0.5406,0.4206,0.5,0
FAIR-003786,RUN-002376,G1_senior,0,0.0453,0.0853,0.5,0
FAIR-003787,RUN-003040,G3_junior,1,0.7149,0.5949,0.5,1
FAIR-003788,RUN-002899,G2_mid,1,0.7539,0.7539,0.5,1
FAIR-003789,RUN-009641,G3_junior,0,0.2609,0.1409,0.5,0
FAIR-003790,RUN-004860,G3_junior,1,0.8492,0.7292,0.5,1
FAIR-003791,RUN-008944,G3_junior,0,0.1425,0.0225,0.5,0
FAIR-003792,RUN-003816,G2_mid,0,0.3747,0.3747,0.5,0
FAIR-003793,RUN-006885,G3_junior,1,0.9461,0.8261,0.5,1
FAIR-003794,RUN-005841,G3_junior,1,0.8702,0.7502,0.5,1
FAIR-003795,RUN-010123,G3_junior,0,0.2975,0.1775,0.5,0
FAIR-003796,RUN-004489,G0_unknown,0,0.2156,0.2156,0.5,0
FAIR-003797,RUN-008819,G2_mid,0,0.1943,0.1943,0.5,0
